consecutive_number,state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,body_type_name,number_of_fatalities
290328,Missouri,Urban,1,Cloudy,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
540024,West Virginia,Urban,18,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
540024,West Virginia,Urban,18,Cloudy,4-Door Sedan/Hardtop,1
540024,West Virginia,Urban,18,Cloudy,4-Door Sedan/Hardtop,1
540024,West Virginia,Urban,18,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121391,Florida,Urban,19,Cloudy,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
121391,Florida,Urban,19,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121391,Florida,Urban,19,Cloudy,4-Door Sedan/Hardtop,1
121391,Florida,Urban,19,Cloudy,4-Door Sedan/Hardtop,1
470426,Tennessee,Urban,5,Cloudy,4-Door Sedan/Hardtop,1
470426,Tennessee,Urban,5,Cloudy,Motorcycle,1
470426,Tennessee,Urban,5,Cloudy,4-Door Sedan/Hardtop,1
540110,West Virginia,Urban,1,Cloudy,4-Door Sedan/Hardtop,1
540110,West Virginia,Urban,1,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
400630,Oklahoma,Rural,17,Cloudy,Standard Pickup,1
400630,Oklahoma,Rural,17,Cloudy,Large Van – Includes Van-Based Buses,1
400630,Oklahoma,Rural,17,Cloudy,Standard Pickup,1
400630,Oklahoma,Rural,17,Cloudy,4-Door Sedan/Hardtop,1
400630,Oklahoma,Rural,17,Cloudy,2-Door Sedan/Hardtop/Coupe,1
400630,Oklahoma,Rural,17,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
330117,New Hampshire,Urban,5,Cloudy,4-Door Sedan/Hardtop,1
330117,New Hampshire,Urban,5,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
200290,Kansas,Urban,18,Cloudy,Standard Pickup,1
200290,Kansas,Urban,18,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
122643,Florida,Urban,20,Cloudy,Standard Pickup,1
122643,Florida,Urban,20,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
130590,Georgia,Urban,22,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
130590,Georgia,Urban,22,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
130590,Georgia,Urban,22,Cloudy,4-Door Sedan/Hardtop,1
160231,Idaho,Rural,14,Cloudy,4-Door Sedan/Hardtop,1
160231,Idaho,Rural,14,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
180618,Indiana,Rural,14,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
180618,Indiana,Rural,14,Cloudy,4-Door Sedan/Hardtop,1
550493,Wisconsin,Rural,17,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
550493,Wisconsin,Rural,17,Cloudy,Minivan,1
180173,Indiana,Rural,14,Cloudy,Large Van – Includes Van-Based Buses,1
180173,Indiana,Rural,14,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
390436,Ohio,Rural,22,Cloudy,Standard Pickup,1
390436,Ohio,Rural,22,Cloudy,Utility Station Wagon,1
390365,Ohio,Urban,15,Cloudy,Large Van – Includes Van-Based Buses,1
390365,Ohio,Urban,15,Cloudy,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",1
180263,Indiana,Rural,18,Cloudy,Standard Pickup,1
180263,Indiana,Rural,18,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
120744,Florida,Rural,16,Cloudy,4-Door Sedan/Hardtop,2
120744,Florida,Rural,16,Cloudy,4-Door Sedan/Hardtop,2
10485,Alabama,Rural,13,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
10485,Alabama,Rural,13,Cloudy,4-Door Sedan/Hardtop,1
10485,Alabama,Rural,13,Cloudy,4-Door Sedan/Hardtop,1
550060,Wisconsin,Rural,10,Cloudy,4-Door Sedan/Hardtop,1
550060,Wisconsin,Rural,10,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
300018,Montana,Rural,9,Cloudy,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
300018,Montana,Rural,9,Cloudy,Standard Pickup,1
230045,Maine,Rural,11,Cloudy,4-Door Sedan/Hardtop,1
230045,Maine,Rural,11,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
290153,Missouri,Rural,13,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290153,Missouri,Rural,13,Cloudy,Standard Pickup,1
550216,Wisconsin,Rural,0,Cloudy,Motorcycle,1
550216,Wisconsin,Rural,0,Cloudy,4-Door Sedan/Hardtop,1
400155,Oklahoma,Urban,11,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
400155,Oklahoma,Urban,11,Cloudy,"Convertible (Excludes Sunroof, T-Bar)",1
130324,Georgia,Urban,12,Cloudy,Standard Pickup,1
130324,Georgia,Urban,12,Cloudy,4-Door Sedan/Hardtop,1
391012,Ohio,Rural,6,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
391012,Ohio,Rural,6,Cloudy,Standard Pickup,1
130135,Georgia,Urban,15,Cloudy,Standard Pickup,1
130135,Georgia,Urban,15,Cloudy,Standard Pickup,1
130135,Georgia,Urban,15,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
390988,Ohio,Rural,14,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
390988,Ohio,Rural,14,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
390988,Ohio,Rural,14,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
210078,Kentucky,Rural,13,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
210078,Kentucky,Rural,13,Cloudy,Motorcycle,1
122516,Florida,Rural,21,Cloudy,4-Door Sedan/Hardtop,1
122516,Florida,Rural,21,Cloudy,4-Door Sedan/Hardtop,1
270239,Minnesota,Urban,17,Cloudy,Minivan,1
270239,Minnesota,Urban,17,Cloudy,Motorcycle,1
400205,Oklahoma,Urban,14,Cloudy,Standard Pickup,1
400205,Oklahoma,Urban,14,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
400205,Oklahoma,Urban,14,Cloudy,5-Door/4-Door Hatchback,1
410114,Oregon,Urban,1,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
410114,Oregon,Urban,1,Cloudy,4-Door Sedan/Hardtop,1
360543,New York,Rural,0,Cloudy,Minivan,1
360543,New York,Rural,0,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
360543,New York,Rural,0,Cloudy,Motorcycle,1
40230,Arizona,Urban,1,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
40230,Arizona,Urban,1,Cloudy,4-Door Sedan/Hardtop,1
40230,Arizona,Urban,1,Cloudy,4-Door Sedan/Hardtop,1
40402,Arizona,Urban,18,Cloudy,Standard Pickup,1
40402,Arizona,Urban,18,Cloudy,4-Door Sedan/Hardtop,1
40402,Arizona,Urban,18,Cloudy,4-Door Sedan/Hardtop,1
290123,Missouri,Rural,11,Cloudy,Large Van – Includes Van-Based Buses,1
290123,Missouri,Rural,11,Cloudy,Standard Pickup,1
180024,Indiana,Rural,15,Cloudy,4-Door Sedan/Hardtop,1
180024,Indiana,Rural,15,Cloudy,Standard Pickup,1
122217,Florida,Urban,0,Cloudy,4-Door Sedan/Hardtop,1
122217,Florida,Urban,0,Cloudy,4-Door Sedan/Hardtop,1
121523,Florida,Urban,18,Cloudy,Standard Pickup,1
121523,Florida,Urban,18,Cloudy,2-Door Sedan/Hardtop/Coupe,1
370918,North Carolina,Urban,21,Cloudy,4-Door Sedan/Hardtop,1
370918,North Carolina,Urban,21,Cloudy,Standard Pickup,1
400439,Oklahoma,Urban,12,Cloudy,4-Door Sedan/Hardtop,1
400439,Oklahoma,Urban,12,Cloudy,Motorcycle,1
280590,Mississippi,Rural,11,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
280590,Mississippi,Rural,11,Cloudy,4-Door Sedan/Hardtop,1
121038,Florida,Rural,22,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121038,Florida,Rural,22,Cloudy,5-Door/4-Door Hatchback,1
400021,Oklahoma,Rural,2,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
400021,Oklahoma,Rural,2,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
550093,Wisconsin,Rural,20,Cloudy,Standard Pickup,2
550093,Wisconsin,Rural,20,Cloudy,4-Door Sedan/Hardtop,2
450082,South Carolina,Rural,5,Cloudy,Standard Pickup,1
450082,South Carolina,Rural,5,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
290732,Missouri,Rural,7,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
290732,Missouri,Rural,7,Cloudy,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
210634,Kentucky,Rural,14,Cloudy,Standard Pickup,1
210634,Kentucky,Rural,14,Cloudy,4-Door Sedan/Hardtop,1
210066,Kentucky,Rural,18,Cloudy,Standard Pickup,1
210066,Kentucky,Rural,18,Cloudy,Standard Pickup,1
210100,Kentucky,Rural,16,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210100,Kentucky,Rural,16,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
240466,Maryland,Urban,11,Clear,Large Van – Includes Van-Based Buses,1
240466,Maryland,Urban,11,Clear,4-Door Sedan/Hardtop,1
240466,Maryland,Urban,11,Clear,5-Door/4-Door Hatchback,1
210082,Kentucky,Rural,11,Clear,4-Door Sedan/Hardtop,1
210082,Kentucky,Rural,11,Clear,4-Door Sedan/Hardtop,1
131204,Georgia,Urban,20,Clear,2-Door Sedan/Hardtop/Coupe,2
131204,Georgia,Urban,20,Clear,2-Door Sedan/Hardtop/Coupe,2
131204,Georgia,Urban,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
63478,California,Urban,21,Clear,4-Door Sedan/Hardtop,1
63478,California,Urban,21,Clear,4-Door Sedan/Hardtop,1
40445,Arizona,Urban,3,Clear,4-Door Sedan/Hardtop,1
40445,Arizona,Urban,3,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
122400,Florida,Urban,19,Clear,Standard Pickup,1
122400,Florida,Urban,19,Clear,Motorcycle,1
290887,Missouri,Urban,18,Clear,Minivan,1
290887,Missouri,Urban,18,Clear,Standard Pickup,1
120162,Florida,Urban,19,Clear,Minivan,1
120162,Florida,Urban,19,Clear,Motorcycle,1
122658,Florida,Urban,17,Clear,4-Door Sedan/Hardtop,1
122658,Florida,Urban,17,Clear,Station Wagon (Excluding Van and Truck-Based),1
340413,New Jersey,Urban,21,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
340413,New Jersey,Urban,21,Clear,Minivan,1
210565,Kentucky,Rural,18,Clear,4-Door Sedan/Hardtop,1
210565,Kentucky,Rural,18,Clear,Motorcycle,1
410172,Oregon,Rural,18,Clear,4-Door Sedan/Hardtop,1
410172,Oregon,Rural,18,Clear,4-Door Sedan/Hardtop,1
280025,Mississippi,Rural,2,Clear,4-Door Sedan/Hardtop,2
280025,Mississippi,Rural,2,Clear,4-Door Sedan/Hardtop,2
280025,Mississippi,Rural,2,Clear,4-Door Sedan/Hardtop,2
50358,Arkansas,Rural,18,Clear,2-Door Sedan/Hardtop/Coupe,1
50358,Arkansas,Rural,18,Clear,4-Door Sedan/Hardtop,1
50503,Arkansas,Rural,23,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
50503,Arkansas,Rural,23,Clear,"Other Motored Cycle Type (Mini-Bikes, Motor Scooters, Pocket Motorcycles,
Pocket Bikes) (Since 2008)",1
470573,Tennessee,Urban,22,Clear,2-Door Sedan/Hardtop/Coupe,2
470573,Tennessee,Urban,22,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
130952,Georgia,Urban,2,Clear,4-Door Sedan/Hardtop,2
130952,Georgia,Urban,2,Clear,Station Wagon (Excluding Van and Truck-Based),2
390934,Ohio,Rural,12,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
390934,Ohio,Rural,12,Clear,4-Door Sedan/Hardtop,1
390934,Ohio,Rural,12,Clear,Station Wagon (Excluding Van and Truck-Based),1
122077,Florida,Urban,14,Clear,4-Door Sedan/Hardtop,1
122077,Florida,Urban,14,Clear,Motorcycle,1
170642,Illinois,Urban,4,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
170642,Illinois,Urban,4,Clear,Motorcycle,1
170609,Illinois,Urban,5,Clear,4-Door Sedan/Hardtop,1
170609,Illinois,Urban,5,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
250163,Massachusetts,Urban,5,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
250163,Massachusetts,Urban,5,Clear,4-Door Sedan/Hardtop,2
370270,North Carolina,Urban,20,Clear,4-Door Sedan/Hardtop,4
370270,North Carolina,Urban,20,Clear,Standard Pickup,4
371287,North Carolina,Urban,21,Clear,Standard Pickup,1
371287,North Carolina,Urban,21,Clear,4-Door Sedan/Hardtop,1
120531,Florida,Urban,22,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
120531,Florida,Urban,22,Clear,Motorcycle,1
120712,Florida,Urban,0,Clear,2-Door Sedan/Hardtop/Coupe,1
120712,Florida,Urban,0,Clear,4-Door Sedan/Hardtop,1
170807,Illinois,Urban,22,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
170807,Illinois,Urban,22,Clear,Motorcycle,3
450247,South Carolina,Urban,0,Clear,Station Wagon (Excluding Van and Truck-Based),1
450247,South Carolina,Urban,0,Clear,4-Door Sedan/Hardtop,1
170890,Illinois,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
170890,Illinois,Urban,21,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
170890,Illinois,Urban,21,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
170890,Illinois,Urban,21,Clear,Station Wagon (Excluding Van and Truck-Based),1
170890,Illinois,Urban,21,Clear,4-Door Sedan/Hardtop,1
170890,Illinois,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
340432,New Jersey,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
340432,New Jersey,Urban,21,Clear,4-Door Sedan/Hardtop,1
340432,New Jersey,Urban,21,Clear,4-Door Sedan/Hardtop,1
340432,New Jersey,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
340432,New Jersey,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
340432,New Jersey,Urban,21,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
122058,Florida,Urban,5,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
122058,Florida,Urban,5,Clear,Motorcycle,1
280059,Mississippi,Urban,1,Clear,4-Door Sedan/Hardtop,1
280059,Mississippi,Urban,1,Clear,Standard Pickup,1
120673,Florida,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
120673,Florida,Urban,21,Clear,4-Door Sedan/Hardtop,1
210217,Kentucky,Urban,22,Clear,4-Door Sedan/Hardtop,1
210217,Kentucky,Urban,22,Clear,4-Door Sedan/Hardtop,1
210217,Kentucky,Urban,22,Clear,4-Door Sedan/Hardtop,1
210217,Kentucky,Urban,22,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
470362,Tennessee,Urban,23,Clear,4-Door Sedan/Hardtop,1
470362,Tennessee,Urban,23,Clear,Standard Pickup,1
121241,Florida,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121241,Florida,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121303,Florida,Urban,20,Clear,Utility Station Wagon,1
121303,Florida,Urban,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
50407,Arkansas,Rural,15,Clear,Standard Pickup,1
50407,Arkansas,Rural,15,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
123076,Florida,Urban,18,Clear,5-Door/4-Door Hatchback,1
123076,Florida,Urban,18,Clear,Motorcycle,1
121574,Florida,Urban,4,Clear,4-Door Sedan/Hardtop,1
121574,Florida,Urban,4,Clear,4-Door Sedan/Hardtop,1
130224,Georgia,Urban,3,Clear,4-Door Sedan/Hardtop,1
130224,Georgia,Urban,3,Clear,4-Door Sedan/Hardtop,1
500041,Vermont,Urban,19,Clear,4-Door Sedan/Hardtop,1
500041,Vermont,Urban,19,Clear,4-Door Sedan/Hardtop,1
122644,Florida,Urban,15,Clear,4-Door Sedan/Hardtop,1
122644,Florida,Urban,15,Clear,Standard Pickup,1
122644,Florida,Urban,15,Clear,4-Door Sedan/Hardtop,1
122644,Florida,Urban,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
122644,Florida,Urban,15,Clear,Standard Pickup,1
121125,Florida,Urban,20,Clear,Motorcycle,1
121125,Florida,Urban,20,Clear,4-Door Sedan/Hardtop,1
210442,Kentucky,Urban,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
210442,Kentucky,Urban,20,Clear,4-Door Sedan/Hardtop,2
123015,Florida,Urban,22,Clear,Minivan,1
123015,Florida,Urban,22,Clear,Motorcycle,1
290157,Missouri,Urban,22,Clear,4-Door Sedan/Hardtop,1
290157,Missouri,Urban,22,Clear,4-Door Sedan/Hardtop,1
470639,Tennessee,Urban,22,Clear,Station Wagon (Excluding Van and Truck-Based),1
470639,Tennessee,Urban,22,Clear,Station Wagon (Excluding Van and Truck-Based),1
170160,Illinois,Urban,22,Clear,4-Door Sedan/Hardtop,1
170160,Illinois,Urban,22,Clear,4-Door Sedan/Hardtop,1
450115,South Carolina,Urban,22,Clear,4-Door Sedan/Hardtop,1
450115,South Carolina,Urban,22,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450115,South Carolina,Urban,22,Clear,Motorcycle,1
170047,Illinois,Urban,18,Clear,Station Wagon (Excluding Van and Truck-Based),1
170047,Illinois,Urban,18,Clear,2-Door Sedan/Hardtop/Coupe,1
170047,Illinois,Urban,18,Clear,Station Wagon (Excluding Van and Truck-Based),1
170047,Illinois,Urban,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
340438,New Jersey,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
340438,New Jersey,Urban,21,Clear,Motorcycle,1
121752,Florida,Urban,19,Clear,Standard Pickup,1
121752,Florida,Urban,19,Clear,Motorcycle,1
180663,Indiana,Urban,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
180663,Indiana,Urban,17,Clear,Standard Pickup,1
280344,Mississippi,Urban,21,Clear,5-Door/4-Door Hatchback,1
280344,Mississippi,Urban,21,Clear,4-Door Sedan/Hardtop,1
123083,Florida,Urban,15,Clear,4-Door Sedan/Hardtop,1
123083,Florida,Urban,15,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
123083,Florida,Urban,15,Clear,Large Van – Includes Van-Based Buses,1
450598,South Carolina,Urban,23,Clear,Standard Pickup,1
450598,South Carolina,Urban,23,Clear,Moped (Motorized Bicycle),1
290771,Missouri,Urban,20,Clear,Station Wagon (Excluding Van and Truck-Based),1
290771,Missouri,Urban,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450905,South Carolina,Urban,18,Clear,Motorcycle,1
450905,South Carolina,Urban,18,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
450738,South Carolina,Urban,20,Clear,4-Door Sedan/Hardtop,1
450738,South Carolina,Urban,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
122014,Florida,Urban,21,Clear,Standard Pickup,2
122014,Florida,Urban,21,Clear,Motorcycle,2
220653,Louisiana,Urban,19,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
220653,Louisiana,Urban,19,Clear,"Other Motored Cycle Type (Mini-Bikes, Motor Scooters, Pocket Motorcycles,
Pocket Bikes) (Since 2008)",1
180205,Indiana,Urban,21,Clear,Minivan,2
180205,Indiana,Urban,21,Clear,Standard Pickup,2
210518,Kentucky,Urban,0,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210518,Kentucky,Urban,0,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
210518,Kentucky,Urban,0,Clear,4-Door Sedan/Hardtop,1
130480,Georgia,Urban,21,Clear,4-Door Sedan/Hardtop,1
130480,Georgia,Urban,21,Clear,Motorcycle,1
360863,New York,Urban,23,Clear,4-Door Sedan/Hardtop,1
360863,New York,Urban,23,Clear,4-Door Sedan/Hardtop,1
210635,Kentucky,Rural,11,Clear,Farm Equipment Other Than Trucks,1
210635,Kentucky,Rural,11,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
210623,Kentucky,Rural,10,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
210623,Kentucky,Rural,10,Clear,4-Door Sedan/Hardtop,1
390727,Ohio,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
390727,Ohio,Rural,18,Clear,4-Door Sedan/Hardtop,1
390080,Ohio,Rural,9,Clear,4-Door Sedan/Hardtop,1
390080,Ohio,Rural,9,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
180459,Indiana,Rural,22,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",3
180459,Indiana,Rural,22,Clear,Station Wagon (Excluding Van and Truck-Based),3
280156,Mississippi,Rural,5,Clear,4-Door Sedan/Hardtop,1
280156,Mississippi,Rural,5,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
290268,Missouri,Rural,23,Clear,4-Door Sedan/Hardtop,2
290268,Missouri,Rural,23,Clear,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",2
390869,Ohio,Rural,15,Clear,Standard Pickup,1
390869,Ohio,Rural,15,Clear,Motorcycle,1
10560,Alabama,Rural,16,Clear,Motorcycle,1
10560,Alabama,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
180418,Indiana,Rural,14,Clear,Standard Pickup,1
180418,Indiana,Rural,14,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
180418,Indiana,Rural,14,Clear,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
390397,Ohio,Rural,12,Clear,4-Door Sedan/Hardtop,1
390397,Ohio,Rural,12,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
390956,Ohio,Rural,19,Clear,4-Door Sedan/Hardtop,1
390956,Ohio,Rural,19,Clear,4-Door Sedan/Hardtop,1
450019,South Carolina,Rural,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450019,South Carolina,Rural,11,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
10215,Alabama,Rural,14,Clear,4-Door Sedan/Hardtop,1
10215,Alabama,Rural,14,Clear,Standard Pickup,1
550116,Wisconsin,Rural,8,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
550116,Wisconsin,Rural,8,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
390529,Ohio,Rural,17,Clear,2-Door Sedan/Hardtop/Coupe,1
390529,Ohio,Rural,17,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
290571,Missouri,Rural,14,Clear,Standard Pickup,1
290571,Missouri,Rural,14,Clear,3-Door/2-Door Hatchback,1
290571,Missouri,Rural,14,Clear,Station Wagon (Excluding Van and Truck-Based),1
80176,Colorado,Rural,12,Clear,Motorcycle,1
80176,Colorado,Rural,12,Clear,4-Door Sedan/Hardtop,1
310091,Nebraska,Rural,17,Clear,Standard Pickup,1
310091,Nebraska,Rural,17,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
270288,Minnesota,Rural,14,Clear,4-Door Sedan/Hardtop,1
270288,Minnesota,Rural,14,Clear,Station Wagon (Excluding Van and Truck-Based),1
450532,South Carolina,Rural,10,Clear,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
450532,South Carolina,Rural,10,Clear,Minivan,1
370083,North Carolina,Rural,17,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
370083,North Carolina,Rural,17,Clear,4-Door Sedan/Hardtop,1
200114,Kansas,Rural,15,Clear,4-Door Sedan/Hardtop,1
200114,Kansas,Rural,15,Clear,4-Door Sedan/Hardtop,1
360307,New York,Rural,9,Clear,Standard Pickup,1
360307,New York,Rural,9,Clear,Standard Pickup,1
360755,New York,Rural,19,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
360755,New York,Rural,19,Clear,Motorcycle,1
190218,Iowa,Rural,13,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
190218,Iowa,Rural,13,Clear,Farm Equipment Other Than Trucks,1
470731,Tennessee,Rural,18,Clear,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
470731,Tennessee,Rural,18,Clear,Motorcycle,1
10831,Alabama,Rural,10,Clear,4-Door Sedan/Hardtop,1
10831,Alabama,Rural,10,Clear,Standard Pickup,1
10831,Alabama,Rural,10,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
550091,Wisconsin,Rural,18,Clear,4-Door Sedan/Hardtop,1
